land;wahlkreis;gruppe;erststimmen;zweitstimmen
5;140;CDU;43773;39580
5;140;SPD;57655;46243
5;140;GRÜNE;11937;13862
5;140;DIE LINKE;15462;15953
5;140;FDP;10923;17449
5;140;AfD;14775;15190
5;140;PIRATEN;-;765
5;140;NPD;-;408
5;140;Die PARTEI;-;1924
5;140;FREIE WÄHLER;-;302
5;140;Volksabstimmung;-;138
5;140;ÖDP;-;180
5;140;MLPD;492;167
5;140;SGP;-;14
5;140;AD-DEMOKRATEN;-;904
5;140;BGE;-;219
5;140;DiB;-;270
5;140;DKP;-;45
5;140;DM;-;155
5;140;Die Humanisten;-;143
5;140;Gesundheitsforschung;-;158
5;140;Tierschutzpartei;-;1418
5;140;V-Partei³;-;217
5;141;Wahlberechtigte;179247;-
5;141;Wähler;127974;-
5;141;Ungültige;2230;1484
5;141;Gültige;125744;126490
5;141;CDU;30361;29629
5;141;SPD;52672;43312
5;141;GRÜNE;6992;7414
5;141;DIE LINKE;10064;10860
5;141;FDP;8448;11560
5;141;AfD;16799;17001
5;141;PIRATEN;-;788
5;141;NPD;-;510
5;141;Die PARTEI;-;1234
5;141;FREIE WÄHLER;-;321
5;141;Volksabstimmung;-;135
5;141;ÖDP;-;131
5;141;MLPD;408;201
5;141;SGP;-;27
5;141;AD-DEMOKRATEN;-;1106
5;141;BGE;-;159
5;141;DiB;-;129
5;141;DKP;-;23
5;141;DM;-;122
5;141;Die Humanisten;-;83
5;141;Gesundheitsforschung;-;177
5;141;Tierschutzpartei;-;1435
5;141;V-Partei³;-;133
5;142;Wahlberechtigte;211316;-
5;142;Wähler;156097;-
5;142;Ungültige;1571;1174
5;142;Gültige;154526;154923
5;142;CDU;44228;37967
5;142;SPD;59990;46424
5;142;GRÜNE;11281;14702
5;142;DIE LINKE;11874;15506
5;142;FDP;9063;17193
5;142;AfD;14644;15197
5;142;PIRATEN;2091;1041
5;142;NPD;-;456
5;142;Die PARTEI;-;2137
5;142;FREIE WÄHLER;993;437
5;142;Volksabstimmung;-;156
5;142;ÖDP;-;162
5;142;MLPD;362;176
5;142;SGP;-;20
5;142;AD-DEMOKRATEN;-;838
5;142;BGE;-;229
5;142;DiB;-;266
5;142;DKP;-;52
5;142;DM;-;149
5;142;Die Humanisten;-;120
5;142;Gesundheitsforschung;-;163
5;142;Tierschutzpartei;-;1304
5;142;V-Partei³;-;228
5;143;Wahlberechtigte;203300;-
5;143;Wähler;143834;-
5;143;Ungültige;1945;1418
5;143;Gültige;141889;142416
5;143;CDU;39933;34822
5;143;SPD;55038;46513
5;143;GRÜNE;9047;10190
5;143;DIE LINKE;12242;12924
5;143;FDP;9031;15403
5;143;AfD;15074;15510
5;143;PIRATEN;-;835
5;143;NPD;-;460
5;143;Die PARTEI;-;1532
5;143;FREIE WÄHLER;1524;527
5;143;Volksabstimmung;-;148
5;143;ÖDP;-;111
5;143;MLPD;-;116
5;143;SGP;-;13
5;143;AD-DEMOKRATEN;-;1030
5;143;BGE;-;163
5;143;DiB;-;203
5;143;DKP;-;57
5;143;DM;-;140
5;143;Die Humanisten;-;97
5;143;Gesundheitsforschung;-;173
5;143;Tierschutzpartei;-;1297
5;143;V-Partei³;-;152
5;144;Wahlberechtigte;197873;-
5;144;Wähler;150831;-
5;144;Ungültige;1446;1251
5;144;Gültige;149385;149580
5;144;CDU;47452;40697
5;144;SPD;58019;50205
5;144;GRÜNE;9600;10254
5;144;DIE LINKE;8048;10313
5;144;FDP;9635;17196
5;144;AfD;13558;14689
5;144;PIRATEN;1565;804
5;144;NPD;-;463
5;144;Die PARTEI;-;1146
5;144;FREIE WÄHLER;941;561
5;144;Volksabstimmung;-;165
5;144;ÖDP;-;115
5;144;MLPD;161;88
5;144;SGP;-;20
5;144;AD-DEMOKRATEN;-;717
5;144;BGE;-;97
5;144;DiB;-;122
5;144;DKP;-;19
5;144;DM;-;143
5;144;Die Humanisten;-;76
5;144;Gesundheitsforschung;-;166
5;144;Tierschutzpartei;-;1376
5;144;V-Partei³;-;148
5;144;EB: Mollik;406;-
5;145;Wahlberechtigte;235213;-
5;145;Wähler;171524;-
5;145;Ungültige;1956;1789
5;145;Gültige;169568;169735
5;145;CDU;59700;51475
5;145;SPD;61717;53467
5;145;GRÜNE;7409;8938
5;145;DIE LINKE;9949;11837
5;145;FDP;9970;17678
5;145;AfD;17713;19068
5;145;PIRATEN;1871;944
5;145;NPD;-;547
5;145;Die PARTEI;-;1170
5;145;FREIE WÄHLER;1239;605
5;145;Volksabstimmung;-;173
5;145;ÖDP;-;110
5;145;MLPD;-;110
5;145;SGP;-;17
5;145;AD-DEMOKRATEN;-;1384
5;145;BGE;-;134
5;145;DiB;-;141
5;145;DKP;-;38
5;145;DM;-;144
5;145;Die Humanisten;-;72
5;145;Gesundheitsforschung;-;194
5;145;Tierschutzpartei;-;1336
5;145;V-Partei³;-;153
5;146;Wahlberechtigte;232301;-
5;146;Wähler;174364;-
5;146;Ungültige;1872;1290
5;146;Gültige;172492;173074
5;146;CDU;73595;62764
5;146;SPD;50458;43184
5;146;GRÜNE;9459;10723
5;146;DIE LINKE;9756;11702
5;146;FDP;13681;23296
5;146;AfD;15311;16165
5;146;PIRATEN;-;634
5;146;NPD;-;310
5;146;Die PARTEI;-;1183
5;146;FREIE WÄHLER;-;387
5;146;Volksabstimmung;-;159
5;146;ÖDP;-;149
5;146;MLPD;-;40
5;146;SGP;-;11
5;146;AD-DEMOKRATEN;-;184
5;146;BGE;-;168
5;146;DiB;-;183
5;146;DKP;-;28
5;146;DM;-;168
5;146;Die Humanisten;-;78
5;146;Gesundheitsforschung;-;176
5;146;Tierschutzpartei;-;1207
5;146;V-Partei³;-;175
5;146;EB: Meier;232;-
5;147;Wahlberechtigte;202768;-
5;147;Wähler;154014;-
5;147;Ungültige;1399;1200
5;147;Gültige;152615;152814
5;147;CDU;73185;63651
5;147;SPD;41047;34865
5;147;GRÜNE;6476;7198
5;147;DIE LINKE;6452;8183
5;147;FDP;12893;21919
5;147;AfD;11115;12216
5;147;PIRATEN;-;530
5;147;NPD;-;324
5;147;Die PARTEI;-;906
5;147;FREIE WÄHLER;1447;841
5;147;Volksabstimmung;-;141
5;147;ÖDP;-;139
5;147;MLPD;-;47
5;147;SGP;-;2
5;147;AD-DEMOKRATEN;-;268
5;147;BGE;-;100
5;147;DiB;-;98
5;147;DKP;-;13
5;147;DM;-;119
5;147;Die Humanisten;-;47
5;147;Gesundheitsforschung;-;156
5;147;Tierschutzpartei;-;930
5;147;V-Partei³;-;121
5;148;Wahlberechtigte;212912;-
5;148;Wähler;162306;-
5;148;Ungültige;1605;1347
5;148;Gültige;160701;160959
5;148;CDU;64484;54648
5;148;SPD;48560;42551
5;148;GRÜNE;6885;8857
5;148;DIE LINKE;9554;12624
5;148;FDP;11742;19125
5;148;AfD;15728;17154
5;148;PIRATEN;-;566
5;148;NPD;-;411
5;148;Die PARTEI;2190;1442
5;148;FREIE WÄHLER;-;410
5;148;Volksabstimmung;-;145
5;148;ÖDP;1002;578
5;148;MLPD;-;41
5;148;SGP;-;7
5;148;AD-DEMOKRATEN;-;492
5;148;BGE;-;122
5;148;DiB;-;131
5;148;DKP;-;33
5;148;DM;-;142
5;148;Die Humanisten;-;93
5;148;Gesundheitsforschung;-;130
5;148;Tierschutzpartei;-;1116
5;148;V-Partei³;-;141
5;148;EB: Eichbaum;556;-
5;149;Wahlberechtigte;206716;-
5;149;Wähler;152542;-
5;149;Ungültige;1782;1253
5;149;Gültige;150760;151289
5;149;CDU;72158;61394
5;149;SPD;39699;35269
5;149;GRÜNE;5170;6866
5;149;DIE LINKE;7197;8205
5;149;FDP;13230;20758
5;149;AfD;13306;13847
5;149;PIRATEN;-;631
5;149;NPD;-;417
5;149;Die PARTEI;-;828
5;149;FREIE WÄHLER;-;371
5;149;Volksabstimmung;-;140
5;149;ÖDP;-;319
5;149;MLPD;-;40
5;149;SGP;-;13
5;149;AD-DEMOKRATEN;-;482
5;149;BGE;-;101
5;149;DiB;-;128
5;149;DKP;-;27
5;149;DM;-;139
5;149;Die Humanisten;-;61
5;149;Gesundheitsforschung;-;151
5;149;Tierschutzpartei;-;975
5;149;V-Partei³;-;127
5;150;Wahlberechtigte;200546;-
5;150;Wähler;145474;-
5;150;Ungültige;3381;1252
5;150;Gültige;142093;144222
5;150;CDU;53714;49061
5;150;SPD;54890;37193
5;150;GRÜNE;5356;7060
5;150;DIE LINKE;11113;9427
5;150;FDP;15221;19328
5;150;AfD;-;16688
5;150;PIRATEN;-;604
5;150;NPD;-;352
5;150;Die PARTEI;-;931
5;150;FREIE WÄHLER;-;421
5;150;Volksabstimmung;-;187
5;150;ÖDP;-;134
5;150;MLPD;-;56
5;150;SGP;-;14
5;150;AD-DEMOKRATEN;-;729
5;150;BGE;-;130
5;150;DiB;-;138
5;150;DKP;-;15
5;150;DM;-;133
5;150;Die Humanisten;-;59
5;150;Gesundheitsforschung;-;189
5;150;Tierschutzpartei;-;1262
5;150;V-Partei³;-;111
5;150;EB: Maier;1799;-
5;87;Wahlberechtigte;179273;-
5;87;Wähler;140624;-
5;87;Ungültige;1267;823
5;87;Gültige;139357;139801
5;87;CDU;47011;38827
5;87;SPD;45309;34663
5;87;GRÜNE;13104;17918
5;87;DIE LINKE;12282;14459
5;87;FDP;10232;19795
5;87;AfD;7817;8271
5;87;PIRATEN;2176;838
5;87;NPD;-;149
5;87;Die PARTEI;-;1595
5;87;FREIE WÄHLER;-;251
5;87;Volksabstimmung;-;67
5;87;ÖDP;1426;608
5;87;MLPD;-;55
5;87;SGP;-;18
5;87;AD-DEMOKRATEN;-;435
5;87;BGE;-;182
5;87;DiB;-;382
5;87;DKP;-;28
5;87;DM;-;131
5;87;Die Humanisten;-;191
5;87;Gesundheitsforschung;-;64
5;87;Tierschutzpartei;-;697
5;87;V-Partei³;-;177
5;88;Wahlberechtigte;228248;-
5;88;Wähler;173149;-
5;88;Ungültige;1973;1542
5;88;Gültige;171176;171607
5;88;CDU;62405;52656
5;88;SPD;63135;60539
5;88;GRÜNE;7782;8436
5;88;DIE LINKE;8785;10105
5;88;FDP;11038;19213
5;88;AfD;15114;14853
5;88;PIRATEN;1912;806
5;88;NPD;-;423
5;88;Die PARTEI;-;817
5;88;FREIE WÄHLER;-;351
5;88;Volksabstimmung;-;133
5;88;ÖDP;1005;488
5;88;MLPD;-;43
5;88;SGP;-;5
5;88;AD-DEMOKRATEN;-;675
5;88;BGE;-;135
5;88;DiB;-;173
5;88;DKP;-;15
5;88;DM;-;145
5;88;Die Humanisten;-;78
5;88;Gesundheitsforschung;-;116
5;88;Tierschutzpartei;-;1275
5;88;V-Partei³;-;127
5;89;Wahlberechtigte;190051;-
5;89;Wähler;142330;-
5;89;Ungültige;1726;1440
5;89;Gültige;140604;140890
5;89;CDU;64121;55605
5;89;SPD;39301;36421
5;89;GRÜNE;6964;7281
5;89;DIE LINKE;6424;7909
5;89;FDP;9334;16111
5;89;AfD;11652;12313
5;89;PIRATEN;1272;669
5;89;NPD;-;457
5;89;Die PARTEI;-;805
5;89;FREIE WÄHLER;1536;737
5;89;Volksabstimmung;-;137
5;89;ÖDP;-;123
5;89;MLPD;-;46
5;89;SGP;-;8
5;89;AD-DEMOKRATEN;-;368
5;89;BGE;-;100
5;89;DiB;-;149
5;89;DKP;-;8
5;89;DM;-;119
5;89;Die Humanisten;-;61
5;89;Gesundheitsforschung;-;134
5;89;Tierschutzpartei;-;1179
5;89;V-Partei³;-;150
5;90;Wahlberechtigte;199675;-
5;90;Wähler;151595;-
5;90;Ungültige;1757;1461
5;90;Gültige;149838;150134
5;90;CDU;62711;52412
5;90;SPD;47543;43816
5;90;GRÜNE;8235;8198
5;90;DIE LINKE;6611;8809
5;90;FDP;8788;17155
5;90;AfD;13404;14432
5;90;PIRATEN;1420;789
5;90;NPD;-;411
5;90;Die PARTEI;-;844
5;90;FREIE WÄHLER;1126;500
5;90;Volksabstimmung;-;170
5;90;ÖDP;-;142
5;90;MLPD;-;32
5;90;SGP;-;9
5;90;AD-DEMOKRATEN;-;392
5;90;BGE;-;112
5;90;DiB;-;133
5;90;DKP;-;27
5;90;DM;-;117
5;90;Die Humanisten;-;69
5;90;Gesundheitsforschung;-;143
5;90;Tierschutzpartei;-;1293
5;90;V-Partei³;-;129
5;91;Wahlberechtigte;248982;-
5;91;Wähler;191505;-
5;91;Ungültige;2166;1637
5;91;Gültige;189339;189868
5;91;CDU;74207;63664
5;91;SPD;58792;50014
5;91;GRÜNE;10354;12526
5;91;DIE LINKE;8590;11392
5;91;FDP;17648;27398
5;91;AfD;17113;18091
5;91;PIRATEN;2306;1032
5;91;NPD;-;426
5;91;Die PARTEI;-;1263
5;91;FREIE WÄHLER;-;508
5;91;Volksabstimmung;-;238
5;91;ÖDP;-;132
5;91;MLPD;-;45
5;91;SGP;-;16
5;91;AD-DEMOKRATEN;-;609
5;91;BGE;-;158
5;91;DiB;-;199
5;91;DKP;-;17
5;91;DM;-;155
5;91;Die Humanisten;-;131
5;91;Gesundheitsforschung;-;168
5;91;Tierschutzpartei;-;1505
5;91;V-Partei³;-;181
5;91;EB: Çelikkan;329;-
5;92;Wahlberechtigte;246753;-
5;92;Wähler;187796;-
5;92;Ungültige;2221;1600
5;92;Gültige;185575;186196
5;92;CDU;79493;66503
5;92;SPD;48592;43498
5;92;GRÜNE;10689;12447
5;92;DIE LINKE;10835;11403
5;92;FDP;18316;27410
5;92;AfD;17650;18325
5;92;PIRATEN;-;666
5;92;NPD;-;452
5;92;Die PARTEI;-;1256
5;92;FREIE WÄHLER;-;607
5;92;Volksabstimmung;-;219
5;92;ÖDP;-;175
5;92;MLPD;-;55
5;92;SGP;-;12
5;92;AD-DEMOKRATEN;-;304
5;92;BGE;-;213
5;92;DiB;-;206
5;92;DKP;-;27
5;92;DM;-;200
5;92;Die Humanisten;-;89
5;92;Gesundheitsforschung;-;205
5;92;Tierschutzpartei;-;1707
5;92;V-Partei³;-;217
5;93;Wahlberechtigte;192574;-
5;93;Wähler;139718;-
5;93;Ungültige;1522;1087
5;93;Gültige;138196;138631
5;93;CDU;43683;36565
5;93;SPD;42799;33666
5;93;GRÜNE;13535;15800
5;93;DIE LINKE;11898;15271
5;93;FDP;10652;18067
5;93;AfD;11952;12290
5;93;PIRATEN;-;689
5;93;NPD;-;224
5;93;Die PARTEI;3369;1905
5;93;FREIE WÄHLER;-;356
5;93;Volksabstimmung;-;136
5;93;ÖDP;-;164
5;93;MLPD;308;155
5;93;SGP;-;16
5;93;AD-DEMOKRATEN;-;970
5;93;BGE;-;233
5;93;DiB;-;398
5;93;DKP;-;38
5;93;DM;-;140
5;93;Die Humanisten;-;150
5;93;Gesundheitsforschung;-;146
5;93;Tierschutzpartei;-;1068
5;93;V-Partei³;-;184
5;94;Wahlberechtigte;240985;-
5;94;Wähler;197979;-
5;94;Ungültige;1218;901
5;94;Gültige;196761;197078
5;94;CDU;68657;56165
5;94;SPD;52880;38485
5;94;GRÜNE;28716;30630
5;94;DIE LINKE;15704;21100
5;94;FDP;17816;33760
5;94;AfD;9057;9964
5;94;PIRATEN;-;634
5;94;NPD;-;107
5;94;Die PARTEI;3689;2322
5;94;FREIE WÄHLER;-;368
5;94;Volksabstimmung;-;97
5;94;ÖDP;-;235
5;94;MLPD;242;85
5;94;SGP;-;12
5;94;AD-DEMOKRATEN;-;350
5;94;BGE;-;332
5;94;DiB;-;582
5;94;DKP;-;38
5;94;DM;-;153
5;94;Die Humanisten;-;190
5;94;Gesundheitsforschung;-;105
5;94;Tierschutzpartei;-;1072
5;94;V-Partei³;-;292
5;95;Wahlberechtigte;203647;-
5;95;Wähler;150629;-
5;95;Ungültige;1531;1104
5;95;Gültige;149098;149525
5;95;CDU;41106;36500
5;95;SPD;48148;36849
5;95;GRÜNE;19621;20973
5;95;DIE LINKE;14431;19118
5;95;FDP;10599;16850
5;95;AfD;11249;11731
5;95;PIRATEN;-;704
5;95;NPD;-;202
5;95;Die PARTEI;3632;2074
5;95;FREIE WÄHLER;-;317
5;95;Volksabstimmung;-;136
5;95;ÖDP;-;176
5;95;MLPD;312;126
5;95;SGP;-;12
5;95;AD-DEMOKRATEN;-;1156
5;95;BGE;-;294
5;95;DiB;-;468
5;95;DKP;-;25
5;95;DM;-;170
5;95;Die Humanisten;-;146
5;95;Gesundheitsforschung;-;141
5;95;Tierschutzpartei;-;1144
5;95;V-Partei³;-;213
5;96;Wahlberechtigte;227583;-
5;96;Wähler;180439;-
5;96;Ungültige;1498;1231
5;96;Gültige;178941;179208
5;96;CDU;57330;53334
5;96;SPD;62377;36119
5;96;GRÜNE;15056;25197
5;96;DIE LINKE;10193;17133
5;96;FDP;18724;28113
5;96;AfD;10882;13136
5;96;PIRATEN;857;663
5;96;NPD;-;147
5;96;Die PARTEI;2617;1950
5;96;FREIE WÄHLER;806;412
5;96;Volksabstimmung;-;107
5;96;ÖDP;-;253
5;96;MLPD;-;81
5;96;SGP;-;22
5;96;AD-DEMOKRATEN;-;325
5;96;BGE;-;312
5;96;DiB;-;431
5;96;DKP;-;30
5;96;DM;-;206
5;96;Die Humanisten;-;211
5;96;Gesundheitsforschung;-;69
5;96;Tierschutzpartei;-;684
5;96;V-Partei³;-;273
5;96;EB: Luong;99;-
5;97;Wahlberechtigte;237415;-
5;97;Wähler;184295;-
5;97;Ungültige;3732;1538
5;97;Gültige;180563;182757
5;97;CDU;79987;62334
5;97;SPD;49988;40922
5;97;GRÜNE;11762;13757
5;97;DIE LINKE;14684;13038
5;97;FDP;18768;27267
5;97;AfD;-;18237
5;97;PIRATEN;-;771
5;97;NPD;-;300
5;97;Die PARTEI;-;1610
5;97;FREIE WÄHLER;-;509
5;97;Volksabstimmung;5374;630
5;97;ÖDP;-;233
5;97;MLPD;-;73
5;97;SGP;-;10
5;97;AD-DEMOKRATEN;-;374
5;97;BGE;-;211
5;97;DiB;-;237
5;97;DKP;-;18
5;97;DM;-;178
5;97;Die Humanisten;-;123
5;97;Gesundheitsforschung;-;181
5;97;Tierschutzpartei;-;1538
5;97;V-Partei³;-;206
5;98;Wahlberechtigte;216020;-
5;98;Wähler;174513;-
5;98;Ungültige;1615;1350
5;98;Gültige;172898;173163
5;98;CDU;80441;61425
5;98;SPD;39246;34583
5;98;GRÜNE;13643;15192
5;98;DIE LINKE;9543;11116
5;98;FDP;14491;30142
5;98;AfD;14592;15226
5;98;PIRATEN;-;596
5;98;NPD;-;246
5;98;Die PARTEI;-;1268
5;98;FREIE WÄHLER;-;457
5;98;Volksabstimmung;942;337
5;98;ÖDP;-;216
5;98;MLPD;-;42
5;98;SGP;-;5
5;98;AD-DEMOKRATEN;-;159
5;98;BGE;-;221
5;98;DiB;-;213
5;98;DKP;-;15
5;98;DM;-;178
5;98;Die Humanisten;-;102
5;98;Gesundheitsforschung;-;123
5;98;Tierschutzpartei;-;1092
5;98;V-Partei³;-;209
5;99;Wahlberechtigte;208418;-
5;99;Wähler;156593;-
5;99;Ungültige;1962;1559
5;99;Gültige;154631;155034
5;99;CDU;67603;56567
5;99;SPD;41305;35078
5;99;GRÜNE;9489;9995
5;99;DIE LINKE;7999;9887
5;99;FDP;12123;21353
5;99;AfD;15648;16413
5;99;PIRATEN;-;640
5;99;NPD;-;328
5;99;Die PARTEI;-;1099
5;99;FREIE WÄHLER;-;386
5;99;Volksabstimmung;-;204
5;99;ÖDP;-;253
5;99;MLPD;-;52
5;99;SGP;-;9
5;99;AD-DEMOKRATEN;-;531
5;99;BGE;-;153
5;99;DiB;-;186
5;99;DKP;-;16
5;99;DM;-;232
5;99;Die Humanisten;-;91
5;99;Gesundheitsforschung;-;175
5;99;Tierschutzpartei;-;1238
5;99;V-Partei³;-;148
5;99;EB: Staratschek;464;-
6;167;Wahlberechtigte;186825;-
6;167;Wähler;142852;-
6;167;Ungültige;2214;2119
6;167;Gültige;140638;140733
6;167;CDU;47269;42232
6;167;SPD;49341;43446
6;167;GRÜNE;8062;9660
6;167;DIE LINKE;8600;9891
6;167;AfD;15438;16411
6;167;FDP;9930;13918
6;167;PIRATEN;-;497
6;167;NPD;-;442
6;167;FREIE WÄHLER;1910;1268
6;167;Die PARTEI;-;900
6;167;BüSo;-;17
6;167;MLPD;-;45
6;167;BGE;-;203
6;167;DKP;-;17
6;167;DM;-;175
6;167;ÖDP;-;127
6;167;Tierschutzpartei;-;1329
6;167;V-Partei³;-;155
6;167;EB: Puppel;88;-
6;168;Wahlberechtigte;222451;-
6;168;Wähler;167855;-
6;168;Ungültige;2577;2452
6;168;Gültige;165278;165403
6;168;CDU;44425;41736
6;168;SPD;58759;46769
6;168;GRÜNE;15466;18935
6;168;DIE LINKE;14472;18677
6;168;AfD;16501;17288
6;168;FDP;9759;15046
6;168;PIRATEN;1222;794
6;168;NPD;-;417
6;168;FREIE WÄHLER;1311;1003
6;168;Die PARTEI;2180;1589
6;168;BüSo;-;29
6;168;MLPD;313;184
6;168;BGE;-;488
6;168;DKP;-;59
6;168;DM;-;360
6;168;ÖDP;-;224
6;168;Tierschutzpartei;-;1590
6;168;V-Partei³;-;215
6;168;EB: Holbein;566;-
6;168;EB: Gent;304;-
6;169;Wahlberechtigte;175992;-
6;169;Wähler;133726;-
6;169;Ungültige;2494;2659
6;169;Gültige;131232;131067
6;169;CDU;39302;38531
6;169;SPD;54033;42737
6;169;GRÜNE;5236;7843
6;169;DIE LINKE;7281;8746
6;169;AfD;16411;17173
6;169;FDP;6594;11096
6;169;PIRATEN;-;430
6;169;NPD;-;608
6;169;FREIE WÄHLER;2375;1229
6;169;Die PARTEI;-;854
6;169;BüSo;-;27
6;169;MLPD;-;35
6;169;BGE;-;202
6;169;DKP;-;33
6;169;DM;-;210
6;169;ÖDP;-;135
6;169;Tierschutzpartei;-;1031
6;169;V-Partei³;-;147
6;170;Wahlberechtigte;188074;-
6;170;Wähler;145743;-
6;170;Ungültige;2656;2691
6;170;Gültige;143087;143052
6;170;CDU;43514;41795
6;170;SPD;53892;44847
6;170;GRÜNE;8003;9436
6;170;DIE LINKE;7852;9270
6;170;AfD;17198;18504
6;170;FDP;9298;13118
6;170;PIRATEN;-;519
6;170;NPD;-;652
6;170;FREIE WÄHLER;3330;1968
6;170;Die PARTEI;-;935
6;170;BüSo;-;20
6;170;MLPD;-;26
6;170;BGE;-;180
6;170;DKP;-;33
6;170;DM;-;173
6;170;ÖDP;-;128
6;170;Tierschutzpartei;-;1287
6;170;V-Partei³;-;161
6;171;Wahlberechtigte;183296;-
6;171;Wähler;142365;-
6;171;Ungültige;1799;1579
6;171;Gültige;140566;140786
6;171;CDU;46888;42377
6;171;SPD;50214;37202
6;171;GRÜNE;8989;13088
6;171;DIE LINKE;11557;14420
6;171;AfD;14378;16125
6;171;FDP;6044;12191
6;171;PIRATEN;-;527
6;171;NPD;-;357
6;171;FREIE WÄHLER;2005;950
6;171;Die PARTEI;-;1296
6;171;BüSo;-;33
6;171;MLPD;-;45
6;171;BGE;-;297
6;171;DKP;-;64
6;171;DM;-;180
6;171;ÖDP;-;312
6;171;Tierschutzpartei;-;1148
6;171;V-Partei³;-;174
6;171;EB: Schmidtke;491;-
6;172;Wahlberechtigte;208744;-
6;172;Wähler;155002;-
6;172;Ungültige;2448;2201
6;172;Gültige;152554;152801
6;172;CDU;58417;51125
6;172;SPD;45375;37794
6;172;GRÜNE;8909;10768
6;172;DIE LINKE;7116;10210
6;172;AfD;17874;20931
6;172;FDP;9590;14821
6;172;PIRATEN;-;534
6;172;NPD;773;897
6;172;FREIE WÄHLER;1789;1564
6;172;Die PARTEI;2024;1429
6;172;BüSo;-;31
6;172;MLPD;-;40
6;172;BGE;-;234
6;172;DKP;-;53
6;172;DM;-;399
6;172;ÖDP;-;361
6;172;Tierschutzpartei;-;1437
6;172;V-Partei³;-;173
6;172;EB: Sattler;687;-
6;173;Wahlberechtigte;217806;-
6;173;Wähler;166621;-
6;173;Ungültige;2463;2308
6;173;Gültige;164158;164313
6;173;CDU;57610;49518
6;173;SPD;46216;39252
6;173;GRÜNE;13619;15898
6;173;DIE LINKE;10346;13798
6;173;AfD;18918;20358
6;173;FDP;12641;16926
6;173;PIRATEN;-;654
6;173;NPD;603;751
6;173;FREIE WÄHLER;3190;2170
6;173;Die PARTEI;-;1967
6;173;BüSo;-;44
6;173;MLPD;405;109
6;173;BGE;-;271
6;173;DKP;234;119
6;173;DM;-;254
6;173;ÖDP;-;384
6;173;Tierschutzpartei;-;1572
6;173;V-Partei³;-;268
6;173;EB: Klis;376;-
6;174;Wahlberechtigte;209966;-
6;174;Wähler;161981;-
6;174;Ungültige;2682;3299
6;174;Gültige;159299;158682
6;174;CDU;71946;61811
6;174;SPD;32150;28745
6;174;GRÜNE;8874;10593
6;174;DIE LINKE;7669;9266
6;174;AfD;27990;25145
6;174;FDP;8437;17122
6;174;PIRATEN;-;427
6;174;NPD;576;663
6;174;FREIE WÄHLER;1657;1178
6;174;Die PARTEI;-;1189
6;174;BüSo;-;25
6;174;MLPD;-;36
6;174;BGE;-;277
6;174;DKP;-;30
6;174;DM;-;295
6;174;ÖDP;-;346
6;174;Tierschutzpartei;-;1318
6;174;V-Partei³;-;216
6;175;Wahlberechtigte;179307;-
6;175;Wähler;138193;-
6;175;Ungültige;2324;2167
6;175;Gültige;135869;136026
6;175;CDU;49479;43147
6;175;SPD;38462;32069
6;175;GRÜNE;7346;9614
6;175;DIE LINKE;8007;8938
6;175;AfD;20172;20927
6;175;FDP;8326;14144
6;175;PIRATEN;-;549
6;175;NPD;1212;1249
6;175;FREIE WÄHLER;2865;1590
6;175;Die PARTEI;-;1142
6;175;BüSo;-;42
6;175;MLPD;-;37
6;175;BGE;-;208
6;175;DKP;-;22
6;175;DM;-;222
6;175;ÖDP;-;249
6;175;Tierschutzpartei;-;1668
6;175;V-Partei³;-;209
6;176;Wahlberechtigte;181516;-
6;176;Wähler;146315;-
6;176;Ungültige;2055;1706
6;176;Gültige;144260;144609
6;176;CDU;57579;48436
6;176;SPD;33201;28947
6;176;GRÜNE;12884;14074
6;176;DIE LINKE;8556;9562
6;176;AfD;15075;16132
6;176;FDP;14954;21713
6;176;PIRATEN;-;476
6;176;NPD;-;388
6;176;FREIE WÄHLER;2011;1090
6;176;Die PARTEI;-;1079
6;176;BüSo;-;26
6;176;MLPD;-;31
6;176;BGE;-;238
6;176;DKP;-;24
6;176;DM;-;202
6;176;ÖDP;-;218
6;176;Tierschutzpartei;-;1751
6;176;V-Partei³;-;222
6;177;Wahlberechtigte;176435;-
6;177;Wähler;138853;-
6;177;Ungültige;1932;1633
6;177;Gültige;136921;137220
6;177;CDU;49891;43951
6;177;SPD;39773;31152
6;177;GRÜNE;11368;13002
6;177;DIE LINKE;6719;9249
6;177;AfD;14987;15895
6;177;FDP;11047;17462
6;177;PIRATEN;-;544
6;177;NPD;719;811
6;177;FREIE WÄHLER;2417;1299
6;177;Die PARTEI;-;1199
6;177;BüSo;-;27
6;177;MLPD;-;24
6;177;BGE;-;233
6;177;DKP;-;23
6;177;DM;-;249
6;177;ÖDP;-;229
6;177;Tierschutzpartei;-;1632
6;177;V-Partei³;-;239
6;178;Wahlberechtigte;220342;-
6;178;Wähler;173627;-
6;178;Ungültige;2289;2002
6;178;Gültige;171338;171625
6;178;CDU;71555;59346
6;178;SPD;43427;35604
6;178;GRÜNE;12020;15273
6;178;DIE LINKE;9394;11069
6;178;AfD;17439;20399
6;178;FDP;13053;22650
6;178;PIRATEN;-;556
6;178;NPD;-;443
6;178;FREIE WÄHLER;4450;1794
6;178;Die PARTEI;-;1447
6;178;BüSo;-;30
6;178;MLPD;-;40
6;178;BGE;-;318
6;178;DKP;-;32
6;178;DM;-;265
6;178;ÖDP;-;238
6;178;Tierschutzpartei;-;1827
